"","X","FC","pval","adj_pval"
"319","ASPN",1.36064893070166,0.0251312359442563,0.181434304780611
"320","F6QDH0",-0.515729187422847,0.499182181892152,0.748363553786381
"321","PAM",1.74664889352049,0.0051663082646972,0.0825061654684051
"322","PROS1",1.09572819255954,0.0419119857884212,0.236383599846696
"323","F6QF58",-4.11906262238584,0.0921200584217874,0.347018354898575
"324","SON",2.15280396632384,0.00024978670198568,0.0225386343978233
"325","A0A5F5PJ20",-0.207959987828875,0.90003335622451,0.941180177343466
"326","SF3A2",1.27736797911357,0.443126396309762,0.702441616564239
"327","PLA2G2A",-0.175923448212433,0.872428403716551,0.931798516429183
"328","EFTUD2",-1.19002418691409,0.378917938889885,0.664265234481736
"329","PLBD2",0.57154025677065,0.403493607611543,0.677677489842298
"330","CCDC80",1.21800578713224,0.125568332077209,0.395645470902492
"331","A0A5F5PT94",0.277844922585938,0.658455679637224,0.819799124316544
"332","ANXA6",0.715777662363312,0.156338422352426,0.430895102877206
"333","PSMA4",-0.410654947107775,0.773693059818929,0.87976388253604
"334","A0A3Q2HLY5",2.51521289068175,0.00027973482408645,0.0225386343978233
